,C,H,N,O,S,P,Intensity
2222,29,34,0,18,0,0,3280068.0
2227,29,36,0,11,0,0,10299746.0
2228,29,36,0,12,0,0,11770742.0
2229,29,36,0,13,0,0,11389759.333333334
2230,29,36,0,14,0,0,10401449.666666666
2231,29,36,0,15,0,0,8400311.666666666
2232,29,36,0,16,0,0,5933192.333333333
2233,29,36,0,17,0,0,3817477.6666666665
2238,29,38,0,10,0,0,10609149.333333334
2239,29,38,0,11,0,0,11381289.333333334
2240,29,38,0,12,0,0,11294541.0
2241,29,38,0,13,0,0,9876656.333333334
2242,29,38,0,14,0,0,8044553.0
2243,29,38,0,15,0,0,5912240.333333333
2244,29,38,0,16,0,0,3744648.0
2249,29,40,0,10,0,0,11156128.0
2250,29,40,0,11,0,0,10075557.0
2251,29,40,0,12,0,0,9386801.333333334
2252,29,40,0,13,0,0,7259683.0
2253,29,40,0,14,0,0,5111136.333333333
2254,29,40,0,15,0,0,3099200.6666666665
2260,29,42,0,10,0,0,8828400.0
2261,29,42,0,11,0,0,7471403.0
2262,29,42,0,12,0,0,6088481.666666667
2263,29,42,0,13,0,0,4130370.3333333335
2264,29,42,0,14,0,0,2719065.0
2272,30,26,0,16,0,0,4327641.666666667
2273,30,26,0,17,0,0,3649846.3333333335
2274,30,26,0,18,0,0,3230360.6666666665
2275,30,26,0,19,0,0,2894141.0
2279,30,28,0,14,0,0,6647461.666666667
2280,30,28,0,15,0,0,6182454.333333333
2281,30,28,0,16,0,0,5460253.0
2282,30,28,0,17,0,0,4804185.0
2283,30,28,0,18,0,0,3800610.3333333335
2284,30,28,0,19,0,0,3119625.6666666665
2289,30,30,0,14,0,0,8455497.666666666
2290,30,30,0,15,0,0,7874654.0
2291,30,30,0,16,0,0,6637220.0
2292,30,30,0,17,0,0,5443098.333333333
2293,30,30,0,18,0,0,4242172.666666667
2294,30,30,0,19,0,0,3078186.0
2298,30,32,0,13,0,0,10017701.666666666
2299,30,32,0,14,0,0,10737292.666666666
2300,30,32,0,15,0,0,9249050.333333334
2301,30,32,0,16,0,0,7524037.0
2302,30,32,0,17,0,0,5768658.666666667
2303,30,32,0,18,0,0,4513746.666666667
2304,30,32,0,19,0,0,3063027.3333333335
2308,30,34,0,12,0,0,9538661.666666666
2309,30,34,0,13,0,0,11047533.666666666
2310,30,34,0,14,0,0,12191683.666666666
2311,30,34,0,15,0,0,10024043.333333334
2312,30,34,0,16,0,0,7706326.0
2313,30,34,0,17,0,0,5876437.333333333
2314,30,34,0,18,0,0,3954512.0
2319,30,36,0,12,0,0,9263217.333333334
2320,30,36,0,13,0,0,10462174.0
2321,30,36,0,14,0,0,11880685.0
2322,30,36,0,15,0,0,9244582.666666666
2323,30,36,0,16,0,0,6965633.666666667
2324,30,36,0,17,0,0,4823674.333333333
2325,30,36,0,18,0,0,3445792.6666666665
2329,30,38,0,11,0,0,8607666.666666666
2330,30,38,0,12,0,0,10006318.333333334
2331,30,38,0,13,0,0,9601012.666666666
2332,30,38,0,14,0,0,9019229.0
2333,30,38,0,15,0,0,7086797.0
2334,30,38,0,16,0,0,5134026.333333333
2335,30,38,0,17,0,0,3481794.0
2340,30,40,0,11,0,0,9430566.0
2341,30,40,0,12,0,0,9089862.0
2342,30,40,0,13,0,0,8344581.333333333
2343,30,40,0,14,0,0,6692284.333333333
2344,30,40,0,15,0,0,4742623.0
2345,30,40,0,16,0,0,2977456.0
2350,30,42,0,10,0,0,8346157.0
2351,30,42,0,11,0,0,8322898.666666667
2352,30,42,0,12,0,0,7140534.666666667
2353,30,42,0,13,0,0,5776741.0
2354,30,42,0,14,0,0,4329482.0
2355,30,42,0,15,0,0,2671668.0
2361,30,44,0,10,0,0,6931881.0
2362,30,44,0,11,0,0,5965623.0
2363,30,44,0,12,0,0,4804820.666666667
2364,30,44,0,13,0,0,3761851.6666666665
2369,31,26,0,18,0,0,2693194.3333333335
2370,31,26,0,19,0,0,2373100.0
2374,31,28,0,15,0,0,4487643.0
2375,31,28,0,16,0,0,4451334.666666667
2376,31,28,0,17,0,0,3677618.0
2377,31,28,0,18,0,0,3319575.6666666665
2378,31,28,0,19,0,0,2701648.6666666665
2382,31,30,0,14,0,0,6868649.333333333
2383,31,30,0,15,0,0,6395440.333333333
2384,31,30,0,16,0,0,5670538.333333333
2385,31,30,0,17,0,0,4673516.0
2386,31,30,0,18,0,0,3765220.6666666665
2387,31,30,0,19,0,0,2852357.0
2388,31,30,0,20,0,0,2146794.6666666665
2392,31,32,0,13,0,0,8118615.0
2393,31,32,0,14,0,0,8941455.666666666
2394,31,32,0,15,0,0,7885768.666666667
2395,31,32,0,16,0,0,6695170.333333333
2396,31,32,0,17,0,0,5215776.333333333
2397,31,32,0,18,0,0,4128263.0
2398,31,32,0,19,0,0,3094536.3333333335
2402,31,34,0,13,0,0,9011194.0
2403,31,34,0,14,0,0,10236684.0
2404,31,34,0,15,0,0,9620474.333333334
2405,31,34,0,16,0,0,6950425.666666667
2406,31,34,0,17,0,0,5875109.0
2407,31,34,0,18,0,0,4058493.0
2408,31,34,0,19,0,0,2823001.3333333335
2412,31,36,0,12,0,0,6967553.666666667
2413,31,36,0,13,0,0,9168530.333333334
2414,31,36,0,14,0,0,9750813.333333334
2415,31,36,0,15,0,0,10333893.333333334
2416,31,36,0,16,0,0,7321723.666666667
2417,31,36,0,17,0,0,5328165.666666667
2418,31,36,0,18,0,0,3781872.3333333335
2423,31,38,0,12,0,0,7726367.0
2424,31,38,0,13,0,0,8994761.0
2425,31,38,0,14,0,0,9356398.0
2426,31,38,0,15,0,0,8676395.333333334
